unit_id,facility_id,facility_name,city,state,size,width_ft,length_ft,square_footage,unit_type,price,regular_price,discount_amount,discount_pct,special,amenities,quantity_available,vehicle_accommodation,reserve_url,scraped_at,name,phone,facility_type,street_address,street_address_2,city,state,full_state,zip,latitude,longitude,facility_url,city_url,state_url,lowest_price,units_available,admin_fee,lock_fee,total_fees,rating,review_count,google_rating,google_review_count,special_offer,military_discount_pct,student_discount_pct,senior_discount_pct,aaa_discount,has_climate_controlled_units,hour_24_access,elevator,surveillance,fenced_lighted,egate_access,truck_access,truck_rental,free_truck_rental,handcarts,online_move_in,contactless_move_in,is_open_now,in_network,corporation_id,search_rank,distance_mi,image_count,first_image_url,office_hours,description,source_page,scraped_at
28209054,227453,Metro Mini Storage- Highway 280,Birmingham,AL,5' x 10',5,10,50,Unit,49,49,0,,,"Interior, Roll Up Door",4,,https://www.selfstorage.com/self-storage/alabama/birmingham/metro-mini-storage-highway-280-227453/reserve/28209054/,2026-09-05 14:43:34,Metro Mini Storage- Highway 280,(205) 839-5260,self-storage,7036 Meadowlark Drive,,Birmingham,AL,Alabama,35242,33.422802,-86.67884,https://www.selfstorage.com/self-storage/alabama/birmingham/metro-mini-storage-highway-280-227453/,https://www.selfstorage.com/self-storage/alabama/birmingham/,https://www.selfstorage.com/self-storage/alabama/,49.00,18,25,0,25,4.5,4,0,0,,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,25,14.7,15,https://www.static-selfstorage.com/images/facility/22745363c9aad03ba83.jpg,Mon 07:00-17:00; Tue 07:00-17:00; Wed 07:00-17:00; Thu 07:00-17:00; Fri 07:00-17:00; Sat 07:00-17:00; Sun 08:00-12:00,Truck And Van Rentals Available All Storage Units Are Ground Level Climate Controlled And Non-Climate Controlled Available,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28209235,227444,Metro Mini Storage- Alabaster,Alabaster,AL,5' x 10',5,10,50,Unit,69,69,0,,,"Outdoor Access, Roll Up Door",6,,https://www.selfstorage.com/self-storage/alabama/alabaster/metro-mini-storage-alabaster-227444/reserve/28209235/,2026-09-05 14:43:34,Metro Mini Storage- Alabaster,(205) 779-6202,self-storage,24 Sycamore Lane,,Alabaster,AL,Alabama,35007,33.193214,-86.82665,https://www.selfstorage.com/self-storage/alabama/alabaster/metro-mini-storage-alabaster-227444/,https://www.selfstorage.com/self-storage/alabama/alabaster/,https://www.selfstorage.com/self-storage/alabama/,69.00,11,25,0,25,5,4,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,4,3.6,4,https://www.static-selfstorage.com/images/facility/22744463c9b21fde774.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28209239,227444,Metro Mini Storage- Alabaster,Alabaster,AL,10' x 10',10,10,100,Unit,99,99,0,,,"Outdoor Access, Roll Up Door",3,,https://www.selfstorage.com/self-storage/alabama/alabaster/metro-mini-storage-alabaster-227444/reserve/28209239/,2026-09-05 14:43:34,Metro Mini Storage- Alabaster,(205) 779-6202,self-storage,24 Sycamore Lane,,Alabaster,AL,Alabama,35007,33.193214,-86.82665,https://www.selfstorage.com/self-storage/alabama/alabaster/metro-mini-storage-alabaster-227444/,https://www.selfstorage.com/self-storage/alabama/alabaster/,https://www.selfstorage.com/self-storage/alabama/,69.00,11,25,0,25,5,4,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,4,3.6,4,https://www.static-selfstorage.com/images/facility/22744463c9b21fde774.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28213049,227447,Metro Mini Storage- Hwy 70,Calera,AL,5' x 10',5,10,50,Unit,49,49,0,,,"Outdoor Access, Roll Up Door",13,,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-70-227447/reserve/28213049/,2026-09-05 14:43:34,Metro Mini Storage- Hwy 70,(205) 813-9734,self-storage,6918 Alabama 70,,Calera,AL,Alabama,35040,33.15889,-86.73193,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-70-227447/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,49.00,7,25,0,25,5,5,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12896,20,7.6,1,https://www.static-selfstorage.com/images/facility/22744763c9b999a1fb2.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,"10 x 20 Parking is for running vehicles only
 12 x 40 Parking is for campers, boats, trailers only (MAX LENGTH NOT TO EXCEED 40FT)
 12 Protection Plan to be applied to all units without proof of homeowners insurance or renters insurance.",https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28213272,227447,Metro Mini Storage- Hwy 70,Calera,AL,10' x 10',10,10,100,Unit,99,99,0,,,"Outdoor Access, Roll Up Door",13,,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-70-227447/reserve/28213272/,2026-09-05 14:43:34,Metro Mini Storage- Hwy 70,(205) 813-9734,self-storage,6918 Alabama 70,,Calera,AL,Alabama,35040,33.15889,-86.73193,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-70-227447/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,49.00,7,25,0,25,5,5,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12896,20,7.6,1,https://www.static-selfstorage.com/images/facility/22744763c9b999a1fb2.jpg,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,"10 x 20 Parking is for running vehicles only
 12 x 40 Parking is for campers, boats, trailers only (MAX LENGTH NOT TO EXCEED 40FT)
 12 Protection Plan to be applied to all units without proof of homeowners insurance or renters insurance.",https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28213509,227457,Metro Mini Storage- McCalla,Mccalla,AL,10' x 10',10,10,100,Unit,79,79,0,,,"Interior, Roll Up Door",3,,https://www.selfstorage.com/self-storage/alabama/mccalla/metro-mini-storage-mccalla-227457/reserve/28213509/,2026-09-05 14:43:34,Metro Mini Storage- McCalla,(205) 984-3542,self-storage,5057 Mcadory School Road,,Mccalla,AL,Alabama,35111,33.33475,-87.00721,https://www.selfstorage.com/self-storage/alabama/mccalla/metro-mini-storage-mccalla-227457/,https://www.selfstorage.com/self-storage/alabama/mccalla/,https://www.selfstorage.com/self-storage/alabama/,75.00,10,25,0,25,4.5,4,0,0,,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,21,12.7,6,https://www.static-selfstorage.com/images/facility/22745763c9ba3d76d4c.JPG,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,One time 25.00 administration fee and Protection Plan (12.00 per month) are required.,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28215332,227446,Metro Mini Storage- Hwy 31,Calera,AL,5' x 10',5,10,50,Unit,69,69,0,,,"Climate Controlled, Interior, Roll Up Door",13,,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-31-227446/reserve/28215332/,2026-09-05 14:43:34,Metro Mini Storage- Hwy 31,(205) 301-3709,self-storage,80 Metro Drive,,Calera,AL,Alabama,35040,33.149536,-86.75133,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-31-227446/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,69.00,7,25,0,25,4.5,5,0,0,,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,19,7.5,3,https://www.static-selfstorage.com/images/facility/22744663c9c37a5ca55.JPG,Mon 07:00-17:00; Tue 07:00-17:00; Wed 07:00-17:00; Thu 07:00-17:00; Fri 07:00-17:00; Sat 07:00-17:00; Sun ---,A 10 refundable deposit is required for all units.,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28216184,227446,Metro Mini Storage- Hwy 31,Calera,AL,10' x 10',10,10,100,Unit,99,99,0,,,"Outdoor Access, Roll Up Door",9,,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-31-227446/reserve/28216184/,2026-09-05 14:43:34,Metro Mini Storage- Hwy 31,(205) 301-3709,self-storage,80 Metro Drive,,Calera,AL,Alabama,35040,33.149536,-86.75133,https://www.selfstorage.com/self-storage/alabama/calera/metro-mini-storage-hwy-31-227446/,https://www.selfstorage.com/self-storage/alabama/calera/,https://www.selfstorage.com/self-storage/alabama/,69.00,7,25,0,25,4.5,5,0,0,,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,19,7.5,3,https://www.static-selfstorage.com/images/facility/22744663c9c37a5ca55.JPG,Mon 07:00-17:00; Tue 07:00-17:00; Wed 07:00-17:00; Thu 07:00-17:00; Fri 07:00-17:00; Sat 07:00-17:00; Sun ---,A 10 refundable deposit is required for all units.,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28217122,227459,Metro Mini Storage- Pelham 31,Pelham,AL,10' x 10',10,10,100,Unit,75,75,0,,,"Interior, Roll Up Door",6,,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-31-227459/reserve/28217122/,2026-09-05 14:43:34,Metro Mini Storage- Pelham 31,(205) 272-8755,self-storage,2792 Pelham Parkway,,Pelham,AL,Alabama,35124,33.307716,-86.804825,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-31-227459/,https://www.selfstorage.com/self-storage/alabama/pelham/,https://www.selfstorage.com/self-storage/alabama/,39.00,10,25,0,25,5,1,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,12,4.4,5,https://www.static-selfstorage.com/images/facility/22745963c9c52118c36.JPG,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28217260,227459,Metro Mini Storage- Pelham 31,Pelham,AL,5' x 10',5,10,50,Unit,39,39,0,,,"Interior, Roll Up Door",5,,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-31-227459/reserve/28217260/,2026-09-05 14:43:34,Metro Mini Storage- Pelham 31,(205) 272-8755,self-storage,2792 Pelham Parkway,,Pelham,AL,Alabama,35124,33.307716,-86.804825,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-31-227459/,https://www.selfstorage.com/self-storage/alabama/pelham/,https://www.selfstorage.com/self-storage/alabama/,39.00,10,25,0,25,5,1,0,0,,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,12,4.4,5,https://www.static-selfstorage.com/images/facility/22745963c9c52118c36.JPG,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat 08:00-17:00; Sun ---,,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28217274,227460,"Metro Mini Storage- Pelham, Hwy 119",Pelham,AL,5' x 10',5,10,50,Unit,79,79,0,,,"Climate Controlled, Interior, Roll Up Door",4,,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-hwy-119-227460/reserve/28217274/,2026-09-05 14:43:34,"Metro Mini Storage- Pelham, Hwy 119",(205) 985-9151,self-storage,100 Metro Parkway,,Pelham,AL,Alabama,35124,33.33379,-86.78904,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-hwy-119-227460/,https://www.selfstorage.com/self-storage/alabama/pelham/,https://www.selfstorage.com/self-storage/alabama/,59.00,6,25,0,25,4,1,0,0,,10,10,10,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,28,6.4,4,https://www.static-selfstorage.com/images/facility/22746063c9c9695f68e.JPG,Mon 07:00-17:30; Tue 07:00-17:30; Wed 07:00-17:30; Thu 07:00-17:30; Fri 07:00-17:30; Sat 07:00-17:00; Sun 08:00-16:00,A 10 refundable deposit is required for all units.,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
28218243,227460,"Metro Mini Storage- Pelham, Hwy 119",Pelham,AL,10' x 10',10,10,100,Unit,59,59,0,,,"Interior, Roll Up Door",2,,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-hwy-119-227460/reserve/28218243/,2026-09-05 14:43:34,"Metro Mini Storage- Pelham, Hwy 119",(205) 985-9151,self-storage,100 Metro Parkway,,Pelham,AL,Alabama,35124,33.33379,-86.78904,https://www.selfstorage.com/self-storage/alabama/pelham/metro-mini-storage-pelham-hwy-119-227460/,https://www.selfstorage.com/self-storage/alabama/pelham/,https://www.selfstorage.com/self-storage/alabama/,59.00,6,25,0,25,4,1,0,0,,10,10,10,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,12896,28,6.4,4,https://www.static-selfstorage.com/images/facility/22746063c9c9695f68e.JPG,Mon 07:00-17:30; Tue 07:00-17:30; Wed 07:00-17:30; Thu 07:00-17:30; Fri 07:00-17:30; Sat 07:00-17:00; Sun 08:00-16:00,A 10 refundable deposit is required for all units.,https://www.selfstorage.com/self-storage/alabama/alabaster/,2026-09-05 14:43:34
